object_id,department_id
436101,9
436102,9
436103,9
436104,9
436105,9
436106,9
436107,9
436108,9
436114,9
436115,9
436116,9
436118,9
436119,9
436120,9
436121,9
436122,9
436123,9
436138,9
436139,9
436140,9
436141,9
436144,9
436145,9
436149,9
436150,9
436152,9
436153,9
436162,9
436168,9
436174,9
436175,9
436176,9
436177,9
436178,9
436179,9
436180,9
436182,9
436183,9
436184,9
436186,9
436187,9
436188,9
436189,9
436190,9
436191,9
436192,9
436193,9
436195,9
436196,9
436198,9
436199,9
436200,9
436201,9
436205,9
436206,9
436207,9
436208,9
436209,9
436210,9
436211,9
436212,9
436213,9
436214,9
436215,9
436216,9
436217,9
436221,9
436222,9
436223,9
436224,9
436225,9
436226,9
436227,9
436228,9
436229,9
436230,9
436235,9
436236,9
436238,9
436239,9
436240,9
436241,9
436243,9
436244,9
436245,9
436246,9
436248,9
436252,9
436253,9
436254,9
436255,9
436256,9
436257,9
436258,9
436260,9
436261,9
436262,9
436266,9
436267,9
436268,9
436269,9
436270,9
436271,9
436278,9
436280,9
436283,9
436286,9
436287,9
436288,9
436290,9
436291,9
436292,9
436293,9
436294,9
436295,9
436296,9
436297,9
436300,9
436301,9
436302,9
436305,9
436309,9
436310,9
436311,9
436312,9
436318,9
436319,9
436320,9
436321,9
436322,9
436323,9
436324,9
436325,9
436326,9
436327,9
436329,9
436331,9
436333,9
436334,9
436335,9
436337,9
436338,9
436339,9
436340,9
436341,9
436342,9
436343,2
436344,9
436345,9
436346,9
436347,9
436397,9
436398,9
436399,9
436404,9
436406,9
436407,9
436408,9
436409,9
436410,9
436413,9
436415,9
436416,9
436418,9
436419,9
436420,9
436422,9
436423,9
436426,9
436427,9
436428,9
436431,9
436432,9
436433,9
436434,9
436435,9
436436,9
436438,9
436439,9
436440,9
436441,9
436442,9
436445,9
436446,9
436448,9
436449,9
436450,9
436451,9
436452,9
436453,9
436454,9
436455,9
436456,9
436472,9
436480,9
436481,9
436482,9
436483,9
436484,9
436485,9
436489,9
436490,9
436491,9
436492,9
436493,9
436495,9
436496,9
436497,9
436498,9
436499,9
436502,9
436503,9
436504,9
436509,9
436510,9
436511,9
436515,9
436519,9
436520,9
436521,9
436522,9
436523,9
436524,9
436525,9
436526,9
436527,9
436528,9
436529,9
436530,9
436531,9
436532,9
436533,9
436534,9
436535,9
436536,9
436538,9
436539,9
436541,9
436542,9
436543,9
436544,9
436545,9
436546,9
436547,9
436548,9
436549,9
436550,9
436551,9
436552,9
436553,9
436554,9
436555,9
436556,9
436557,9
436558,9
436559,9
436560,9
436561,9
436567,9
436568,9
436569,9
436570,9
436571,9
436572,9
436573,9
436574,9
436575,9
436576,9
436577,9
436579,9
436580,9
436581,9
436582,9
436583,9
436584,9
436586,9
436587,9
436588,9
436590,9
436591,9
436593,9
436594,9
436595,9
436596,9
436597,9
436598,9
436599,9
436600,9
436601,9
436602,9
436603,9
436604,9
436607,9
436609,9
436615,9
436616,9
436617,9
436618,9
436619,9
436620,9
436621,9
436622,9
436623,9
436624,9
436625,9
436626,9
436627,9
436628,9
436630,9
436631,9
436632,9
436634,9
436636,9
436637,9
436638,9
436641,9
436642,9
436643,9
436644,9
436645,9
436647,9
436648,9
436652,9
436653,9
436656,9
436657,9
436658,9
436659,9
436660,9
436664,9
436665,9
436667,9
436668,9
436669,9
436670,9
436671,9
436672,9
436675,9
436676,9
436677,9
436678,9
436679,9
436680,9
436683,9
436684,9
436685,9
436686,9
436687,9
436688,9
436689,9
436690,9
436691,9
436692,9
436693,9
436698,9
436699,2
436702,9
436703,9
436704,9
436705,9
436706,9
436707,9
436708,9
436709,9
436721,9
436722,9
436724,9
436725,9
436729,2
436731,9
436732,9
436733,9
436736,9
436738,9
436739,9
436741,9
436743,9
436745,9
436747,9
436749,9
436751,9
436752,9
436757,9
436760,9
436761,9
436762,9
436769,9
436770,9
436771,9
436772,9
436774,9
436776,9
436780,9
436781,9
436782,9
436784,9
436785,9
436787,9
436788,9
436789,9
436790,9
436791,9
436793,9
436794,9
436795,9
436796,9
436797,9
436798,9
436799,9
436801,9
436802,9
436803,9
436805,9
436806,9
436808,9
436809,9
436810,9
436814,9
436815,9
436816,9
436817,9
436818,9
436819,9
436820,9
436821,9
436823,9
436824,9
436825,9
436826,9
436827,9
436829,9
436830,9
436831,9
436832,9
436833,9
436834,9
436835,9
436836,9
436838,9
436839,9
436840,9
436843,9
436845,9
436846,9
436847,9
436849,9
436850,9
436851,9
436852,9
436853,9
436858,9
436861,9
436863,9
436866,9
436867,9
436868,9
436869,9
436870,9
436871,9
436872,9
436873,9
436874,9
436875,9
436876,9
436877,9
436879,9
436880,9
436882,9
436883,9
436886,9
436888,9
436889,9
436890,9
436891,9
436892,9
436893,9
436895,9
436896,9
436899,9
436903,9
436904,9
436905,9
436906,9
436907,9
436908,9
436909,9
436910,9
436911,9
436912,9
436913,9
436914,9
436917,9
436918,9
436920,9
436921,9
436922,9
436923,9
436925,9
436926,9
436927,9
436928,9
436929,9
436930,9
436931,9
436932,9
436933,9
436934,9
436935,9
436936,9
436937,9
436939,9
436940,9
436941,9
436942,9
436943,9
436944,9
436945,9
436946,9
436947,9
436948,9
436949,9
436950,9
436951,9
436952,9
436954,9
436955,9
436956,9
436957,9
436960,9
436961,9
436962,9
436963,9
436964,9
436965,9
436966,9
436967,9
436968,9
436969,9
436970,9
436971,9
436974,9
436975,9
436976,9
436982,9
436984,9
436985,9
436986,9
436987,9
436988,9
436990,9
436991,9
436992,9
436994,9
436995,9
437000,9
437006,9
437007,9
437010,9
437011,9
437013,9
437014,9
437017,9
437020,9
437021,9
437023,9
437024,9
437030,9
437031,9
437033,9
437034,9
437035,9
437038,9
437039,9
437040,9
437041,9
437042,9
437043,9
437044,9
437045,9
437046,9
437049,9
437050,9
437051,9
437052,9
437053,9
437054,9
437055,9
437056,9
437057,9
437059,9
437060,9
437061,9
437062,9
437063,9
437067,9
437069,9
437070,9
437071,9
437072,9
437073,9
437074,9
437078,9
437079,9
437080,9
437081,9
437082,9
437083,9
437084,9
437085,9
437086,9
437087,9
437088,9
437089,9
437090,9
437092,9
437093,9
437094,9
437095,9
437096,9
437097,9
437098,9
437099,9
437101,9
437102,9
437103,9
437104,9
437105,9
437106,9
437107,9
437108,9
437109,9
437110,9
437111,9
437112,9
437113,9
437115,9
437117,9
437118,9
437119,9
437120,9
437121,9
437122,9
437123,9
437124,9
437125,9
437126,9
437127,9
437128,9
437129,9
437130,9
437131,9
437133,9
437135,9
437136,9
437137,9
437138,9
437143,9
437144,9
437146,9
437147,9
437148,9
437149,9
437151,9
437153,9
437154,9
437156,9
437157,9
437158,9
437159,9
437160,9
437161,9
437163,9
437164,9
437165,9
437168,9
437169,9
437170,9
437171,9
437172,9
437173,9
437174,9
437175,9
437177,9
437178,9
437179,9
437180,9
437181,9
437182,9
437183,9
437184,9
437185,9
437187,9
437188,9
437189,9
437190,9
437191,9
437192,9
437193,9
437195,9
437197,9
437198,9
437199,9
437202,9
437203,9
437204,9
437205,9
437206,9
437207,9
437208,9
437209,9
437210,9
437211,9
437212,9
437214,9
437216,9
437217,9
437218,9
437219,9
437220,9
437221,9
437222,9
437227,9
437229,9
437230,9
437231,9
437232,9
437233,9
437234,9
437235,9
437237,9
437238,9
437239,9
437241,9
437242,9
437243,9
437244,9
437245,9
437246,9
437248,9
437249,9
437250,9
437251,9
437252,9
437255,9
437256,9
437257,9
437258,9
437259,9
437260,9
437262,9
437263,9
437265,9
437268,9
437269,9
437270,9
437271,1
437273,9
437274,9
437275,9
437276,9
437279,9
437280,9
437281,9
437282,9
437283,9
437284,9
437285,9
437286,9
437290,9
437291,9
437295,9
437298,9
437299,9
437300,9
437301,9
437302,9
437303,9
437304,9
437305,9
437306,9
437307,9
437308,9
437309,9
437310,9
437311,9
437312,9
437313,9
437314,9
437316,9
437317,9
437319,9
437321,9
437322,9
437323,9
437324,9
437325,9
437326,9
437327,9
437328,9
437329,9
437330,9
437331,9
437332,9
437333,9
437336,9
437337,9
437338,9
437339,9
437340,9
437342,9
437343,9
437344,9
437346,9
437347,9
437349,9
437350,9
437351,9
437352,9
437354,9
437355,9
437356,9
437357,9
437358,9
437359,9
437360,9
437361,9
437363,9
437364,9
437365,9
437366,9
437367,9
437368,9
437373,9
437374,9
437376,9
437378,9
437380,9
437381,9
437382,9
437383,9
437384,9
437385,9
437386,9
437387,9
437388,9
437389,9
437390,9
437391,9
437392,9
437393,9
437394,9
437395,9
437396,9
437397,9
437398,9
437399,9
437400,9
437401,9
437402,9
437403,9
437404,9
437405,9
437406,9
437407,9
437408,9
437409,9
437410,9
437411,9
437412,9
437413,9
437414,9
437415,9
437416,9
437417,9
437418,9
437419,9
437420,9
437421,9
437422,9
437423,9
437424,9
437425,9
437426,9
437427,9
437428,9
437429,9
437430,9
437431,9
437432,9
437433,9
437434,9
437436,9
437437,9
437438,9
437439,9
437440,9
437441,9
437442,9
