object_id,time_period_id
436101,6
436102,6
436103,6
436104,6
436105,1
436106,1
436107,2
436108,1
436114,2
436115,2
436116,2
436118,1
436119,1
436120,2
436121,2
436122,2
436123,2
436138,2
436139,2
436140,2
436141,2
436144,2
436145,2
436149,2
436150,2
436152,2
436153,2
436162,2
436168,2
436174,2
436175,2
436176,2
436177,2
436178,2
436179,2
436180,2
436182,4
436183,4
436184,2
436186,4
436187,2
436188,2
436189,2
436190,2
436191,2
436192,2
436193,2
436195,2
436196,2
436198,4
436199,1
436200,1
436201,1
436205,4
436206,2
436207,2
436208,6
436209,4
436210,4
436211,4
436212,4
436213,1
436214,1
436215,1
436216,1
436217,1
436221,4
436222,1
436223,2
436224,2
436225,2
436226,2
436227,2
436228,2
436229,4
436230,1
436235,1
436236,1
436238,1
436239,1
436240,1
436241,2
436243,8
436244,6
436245,6
436246,8
436248,4
436252,4
436253,4
436254,4
436255,4
436256,4
436257,4
436258,4
436260,4
436261,4
436262,4
436266,4
436267,4
436268,1
436269,1
436270,1
436271,6
436278,2
436280,14
436283,8
436286,6
436287,6
436288,4
436290,1
436291,1
436292,2
436293,2
436294,2
436295,2
436296,2
436297,2
436300,6
436301,4
436302,4
436305,4
436309,4
436310,6
436311,8
436312,2
436318,2
436319,1
436320,1
436321,1
436322,1
436323,1
436324,1
436325,1
436326,1
436327,1
436329,2
436331,8
436333,6
436334,8
436335,8
436337,8
436338,6
436339,6
436340,6
436341,6
436342,6
436343,6
436344,4
436345,6
436346,4
436347,4
436397,4
436398,4
436399,1
436404,1
436406,2
436407,1
436408,2
436409,8
436410,6
436413,8
436415,4
436416,8
436418,2
436419,2
436420,2
436422,8
436423,1
436426,4
436427,4
436428,9
436431,1
436432,1
436433,1
436434,1
436435,1
436436,1
436438,1
436439,1
436440,1
436441,1
436442,2
436445,8
436446,2
436448,2
436449,2
436450,2
436451,2
436452,8
436453,4
436454,2
436455,2
436456,9
436472,6
436480,8
436481,2
436482,2
436483,2
436484,2
436485,4
436489,8
436490,8
436491,8
436492,8
436493,8
436495,9
436496,9
436497,9
436498,8
436499,6
436502,4
436503,1
436504,9
436509,8
436510,8
436511,8
436515,8
436519,2
436520,1
436521,8
436522,8
436523,8
436524,2
436525,2
436526,2
436527,2
436528,2
436529,2
436530,2
436531,2
436532,2
436533,2
436534,2
436535,2
436536,2
436538,6
436539,6
436541,1
436542,2
436543,2
436544,2
436545,1
436546,2
436547,1
436548,1
436549,1
436550,1
436551,1
436552,1
436553,1
436554,1
436555,4
436556,4
436557,4
436558,4
436559,4
436560,4
436561,8
436567,6
436568,6
436569,2
436570,4
436571,4
436572,6
436573,6
436574,6
436575,6
436576,4
436577,4
436579,1
436580,1
436581,1
436582,1
436583,1
436584,1
436586,1
436587,1
436588,1
436590,1
436591,1
436593,1
436594,1
436595,1
436596,1
436597,1
436598,1
436599,1
436600,1
436601,1
436602,9
436603,4
436604,4
436607,1
436609,2
436615,4
436616,4
436617,4
436618,4
436619,4
436620,4
436621,4
436622,4
436623,4
436624,4
436625,4
436626,4
436627,4
436628,4
436630,4
436631,2
436632,2
436634,1
436636,4
436637,4
436638,6
436641,4
436642,4
436643,6
436644,2
436645,2
436647,4
436648,4
436652,4
436653,4
436656,1
436657,6
436658,6
436659,6
436660,6
436664,6
436665,6
436667,6
436668,6
436669,6
436670,6
436671,4
436672,4
436675,4
436676,4
436677,4
436678,4
436679,4
436680,4
436683,2
436684,1
436685,1
436686,1
436687,1
436688,1
436689,1
436690,1
436691,1
436692,1
436693,1
436698,4
436699,2
436702,6
436703,2
436704,2
436705,2
436706,2
436707,2
436708,2
436709,2
436721,6
436722,6
436724,2
436725,2
436729,6
436731,11
436732,11
436733,8
436736,8
436738,6
436739,6
436741,6
436743,9
436745,11
436747,6
436749,6
436751,9
436752,4
436757,9
436760,8
436761,8
436762,8
436769,8
436770,6
436771,6
436772,2
436774,2
436776,4
436780,2
436781,6
436782,1
436784,4
436785,2
436787,2
436788,4
436789,4
436790,4
436791,6
436793,6
436794,6
436795,6
436796,6
436797,6
436798,4
436799,4
436801,8
436802,6
436803,8
436805,4
436806,4
436808,1
436809,1
436810,1
436814,2
436815,2
436816,4
436817,6
436818,4
436819,3
436820,2
436821,1
436823,4
436824,4
436825,2
436826,2
436827,2
436829,2
436830,4
436831,4
436832,4
436833,3
436834,6
436835,6
436836,4
436838,4
436839,4
436840,1
436843,4
436845,2
436846,4
436847,1
436849,2
436850,2
436851,1
436852,1
436853,2
436858,4
436861,1
436863,2
436866,2
436867,2
436868,2
436869,2
436870,2
436871,4
436872,4
436873,4
436874,4
436875,1
436876,2
436877,3
436879,2
436880,2
436882,2
436883,3
436886,3
436888,6
436889,4
436890,4
436891,4
436892,8
436893,8
436895,8
436896,8
436899,8
436903,1
436904,1
436905,1
436906,1
436907,9
436908,9
436909,8
436910,8
436911,8
436912,8
436913,8
436914,8
436917,6
436918,6
436920,9
436921,3
436922,6
436923,2
436925,2
436926,2
436927,3
436928,2
436929,4
436930,4
436931,4
436932,4
436933,4
436934,4
436935,1
436936,4
436937,2
436939,2
436940,2
436941,6
436942,6
436943,2
436944,2
436945,2
436946,2
436947,2
436948,2
436949,2
436950,2
436951,2
436952,2
436954,2
436955,2
436956,2
436957,2
436960,2
436961,2
436962,2
436963,2
436964,2
436965,2
436966,8
436967,8
436968,8
436969,8
436970,2
436971,2
436974,2
436975,2
436976,4
436982,9
436984,6
436985,8
436986,6
436987,6
436988,8
436990,8
436991,6
436992,4
436994,8
436995,4
437000,8
437006,6
437007,8
437010,6
437011,8
437013,6
437014,8
437017,8
437020,9
437021,9
437023,11
437024,8
437030,8
437031,9
437033,8
437034,8
437035,8
437038,8
437039,4
437040,2
437041,2
437042,2
437043,2
437044,2
437045,2
437046,4
437049,2
437050,2
437051,2
437052,2
437053,1
437054,8
437055,8
437056,8
437057,8
437059,8
437060,8
437061,8
437062,8
437063,9
437067,1
437069,2
437070,4
437071,4
437072,4
437073,4
437074,4
437078,2
437079,2
437080,2
437081,8
437082,4
437083,8
437084,4
437085,4
437086,4
437087,4
437088,4
437089,1
437090,4
437092,2
437093,4
437094,2
437095,2
437096,2
437097,2
437098,2
437099,2
437101,4
437102,4
437103,1
437104,2
437105,2
437106,2
437107,2
437108,2
437109,2
437110,2
437111,2
437112,2
437113,2
437115,2
437117,2
437118,2
437119,2
437120,2
437121,2
437122,2
437123,2
437124,2
437125,2
437126,2
437127,2
437128,3
437129,3
437130,2
437131,2
437133,2
437135,2
437136,2
437137,3
437138,2
437143,6
437144,8
437146,6
437147,2
437148,2
437149,2
437151,6
437153,2
437154,6
437156,6
437157,6
437158,6
437159,2
437160,2
437161,1
437163,6
437164,6
437165,6
437168,6
437169,3
437170,2
437171,4
437172,4
437173,4
437174,4
437175,4
437177,1
437178,4
437179,2
437180,1
437181,1
437182,1
437183,1
437184,1
437185,1
437187,4
437188,4
437189,4
437190,4
437191,4
437192,4
437193,4
437195,8
437197,8
437198,3
437199,8
437202,8
437203,8
437204,6
437205,6
437206,6
437207,6
437208,6
437209,8
437210,8
437211,6
437212,6
437214,6
437216,6
437217,6
437218,4
437219,2
437220,2
437221,9
437222,8
437227,4
437229,6
437230,6
437231,6
437232,8
437233,4
437234,1
437235,1
437237,4
437238,4
437239,1
437241,6
437242,6
437243,9
437244,1
437245,1
437246,1
437248,9
437249,9
437250,6
437251,2
437252,2
437255,6
437256,1
437257,1
437258,1
437259,1
437260,1
437262,4
437263,4
437265,1
437268,1
437269,2
437270,2
437271,4
437273,8
437274,6
437275,6
437276,8
437279,2
437280,1
437281,1
437282,4
437283,8
437284,8
437285,8
437286,1
437290,8
437291,8
437295,2
437298,8
437299,2
437300,2
437301,2
437302,2
437303,2
437304,2
437305,2
437306,2
437307,2
437308,2
437309,2
437310,2
437311,2
437312,2
437313,2
437314,2
437316,2
437317,2
437319,2
437321,2
437322,8
437323,4
437324,6
437325,6
437326,4
437327,4
437328,4
437329,4
437330,4
437331,4
437332,8
437333,4
437336,6
437337,8
437338,8
437339,2
437340,2
437342,6
437343,2
437344,2
437346,2
437347,2
437349,2
437350,2
437351,4
437352,4
437354,2
437355,2
437356,1
437357,1
437358,1
437359,1
437360,1
437361,1
437363,1
437364,2
437365,2
437366,2
437367,2
437368,8
437373,8
437374,4
437376,4
437378,2
437380,3
437381,2
437382,3
437383,3
437384,2
437385,4
437386,4
437387,4
437388,4
437389,4
437390,4
437391,4
437392,4
437393,4
437394,4
437395,4
437396,4
437397,4
437398,4
437399,4
437400,4
437401,4
437402,4
437403,4
437404,4
437405,4
437406,4
437407,4
437408,4
437409,4
437410,4
437411,4
437412,4
437413,4
437414,4
437415,4
437416,4
437417,4
437418,6
437419,6
437420,4
437421,6
437422,6
437423,4
437424,2
437425,2
437426,2
437427,2
437428,2
437429,2
437430,2
437431,2
437432,3
437433,3
437434,2
437436,2
437437,2
437438,2
437439,2
437440,2
437441,2
437442,2
